amount,note,type_name,type_category
-342,Примітка 5466,Хліб,Їжа
285,Примітка 5467,Оренда офісу,Канцелярія
19,Примітка 5468,Оренда офісу,Їжа
-266,Примітка 5469,Хліб,Інше
885,Примітка 5470,Ручка,Канцелярія
-268,Примітка 5471,Папір,Оренда
-557,Примітка 5472,Мило,Їжа
-753,Примітка 5473,Мило,Інше
749,Примітка 5474,Кава,Їжа
294,Примітка 5475,Папір,Їжа
-197,Примітка 5476,Шафа,Оренда
-77,Примітка 5477,Кава,Їжа
185,Примітка 5478,Оренда офісу,Інше
987,Примітка 5479,Ручка,Оренда
938,Примітка 5480,Оренда офісу,Канцелярія
682,Примітка 5481,Кава,Інше
856,Примітка 5482,Мило,Інше
821,Примітка 5483,Мило,Їжа
137,Примітка 5484,Ручка,Їжа
596,Примітка 5485,Хліб,Їжа
505,Примітка 5486,Шафа,Інше
-901,Примітка 5487,Хліб,Оренда
569,Примітка 5488,Кава,Інше
-230,Примітка 5489,Мило,Інше
310,Примітка 5490,Кава,Інше
-352,Примітка 5491,Шафа,Їжа
931,Примітка 5492,Кава,Їжа
-271,Примітка 5493,Оренда офісу,Оренда
969,Примітка 5494,Кава,Оренда
291,Примітка 5495,Кава,Оренда
136,Примітка 5496,Оренда офісу,Інше
687,Примітка 5497,Кава,Оренда
-307,Примітка 5498,Мило,Інше
994,Примітка 5499,Хліб,Канцелярія
-777,Примітка 5500,Мило,Оренда
529,Примітка 5501,Кава,Інше
-74,Примітка 5502,Папір,Канцелярія
896,Примітка 5503,Оренда офісу,Оренда
-781,Примітка 5504,Мило,Оренда
-604,Примітка 5505,Хліб,Канцелярія
-938,Примітка 5506,Мило,Їжа
569,Примітка 5507,Мило,Оренда
-477,Примітка 5508,Оренда офісу,Їжа
-162,Примітка 5509,Хліб,Їжа
-464,Примітка 5510,Ручка,Інше
-404,Примітка 5511,Папір,Інше
-309,Примітка 5512,Хліб,Оренда
524,Примітка 5513,Шафа,Оренда
543,Примітка 5514,Мило,Канцелярія
355,Примітка 5515,Папір,Інше
342,Примітка 5516,Кава,Інше
278,Примітка 5517,Оренда офісу,Їжа
685,Примітка 5518,Кава,Оренда
-536,Примітка 5519,Мило,Канцелярія
445,Примітка 5520,Мило,Канцелярія
-923,Примітка 5521,Хліб,Їжа
-94,Примітка 5522,Шафа,Канцелярія
787,Примітка 5523,Папір,Оренда
221,Примітка 5524,Кава,Канцелярія
-845,Примітка 5525,Шафа,Оренда
171,Примітка 5526,Папір,Оренда
384,Примітка 5527,Оренда офісу,Оренда
277,Примітка 5528,Мило,Оренда
-213,Примітка 5529,Папір,Інше
854,Примітка 5530,Мило,Оренда
-834,Примітка 5531,Шафа,Їжа
609,Примітка 5532,Папір,Інше
-837,Примітка 5533,Кава,Канцелярія
-824,Примітка 5534,Мило,Їжа
877,Примітка 5535,Оренда офісу,Інше
400,Примітка 5536,Оренда офісу,Їжа
-737,Примітка 5537,Оренда офісу,Інше
-852,Примітка 5538,Мило,Канцелярія
-842,Примітка 5539,Папір,Їжа
-919,Примітка 5540,Папір,Їжа
697,Примітка 5541,Хліб,Канцелярія
152,Примітка 5542,Кава,Канцелярія
-593,Примітка 5543,Хліб,Інше
-646,Примітка 5544,Ручка,Інше
845,Примітка 5545,Папір,Канцелярія
-779,Примітка 5546,Оренда офісу,Оренда
-460,Примітка 5547,Ручка,Інше
-2,Примітка 5548,Мило,Оренда
-550,Примітка 5549,Кава,Канцелярія
165,Примітка 5550,Мило,Канцелярія
250,Примітка 5551,Оренда офісу,Оренда
-928,Примітка 5552,Ручка,Їжа
-292,Примітка 5553,Ручка,Інше
85,Примітка 5554,Шафа,Канцелярія
-459,Примітка 5555,Шафа,Оренда
-362,Примітка 5556,Кава,Інше
-386,Примітка 5557,Папір,Інше
833,Примітка 5558,Шафа,Їжа
49,Примітка 5559,Ручка,Інше
-246,Примітка 5560,Ручка,Їжа
-265,Примітка 5561,Папір,Оренда
-238,Примітка 5562,Оренда офісу,Оренда
-111,Примітка 5563,Ручка,Канцелярія
-280,Примітка 5564,Оренда офісу,Канцелярія
-371,Примітка 5565,Шафа,Інше
-687,Примітка 5566,Оренда офісу,Оренда
-751,Примітка 5567,Ручка,Канцелярія
-756,Примітка 5568,Папір,Їжа
495,Примітка 5569,Мило,Оренда
-367,Примітка 5570,Ручка,Канцелярія
-228,Примітка 5571,Оренда офісу,Оренда
409,Примітка 5572,Ручка,Їжа
777,Примітка 5573,Оренда офісу,Інше
293,Примітка 5574,Папір,Інше
-943,Примітка 5575,Папір,Канцелярія
679,Примітка 5576,Хліб,Канцелярія
-572,Примітка 5577,Ручка,Інше
253,Примітка 5578,Оренда офісу,Їжа
528,Примітка 5579,Шафа,Канцелярія
732,Примітка 5580,Хліб,Оренда
109,Примітка 5581,Папір,Канцелярія
277,Примітка 5582,Шафа,Їжа
312,Примітка 5583,Оренда офісу,Інше
636,Примітка 5584,Оренда офісу,Канцелярія
875,Примітка 5585,Папір,Оренда
-185,Примітка 5586,Мило,Канцелярія
-12,Примітка 5587,Папір,Їжа
182,Примітка 5588,Папір,Інше
728,Примітка 5589,Шафа,Інше
-245,Примітка 5590,Ручка,Інше
638,Примітка 5591,Папір,Канцелярія
-417,Примітка 5592,Мило,Оренда
456,Примітка 5593,Оренда офісу,Їжа
915,Примітка 5594,Кава,Їжа
-818,Примітка 5595,Кава,Їжа
-812,Примітка 5596,Шафа,Інше
601,Примітка 5597,Папір,Їжа
-354,Примітка 5598,Папір,Оренда
936,Примітка 5599,Хліб,Їжа
191,Примітка 5600,Оренда офісу,Канцелярія
603,Примітка 5601,Оренда офісу,Їжа
296,Примітка 5602,Оренда офісу,Їжа
-8,Примітка 5603,Оренда офісу,Інше
-436,Примітка 5604,Шафа,Інше
123,Примітка 5605,Ручка,Канцелярія
750,Примітка 5606,Оренда офісу,Інше
-322,Примітка 5607,Ручка,Канцелярія
-962,Примітка 5608,Хліб,Інше
-70,Примітка 5609,Кава,Канцелярія
888,Примітка 5610,Хліб,Інше
-599,Примітка 5611,Кава,Інше
-752,Примітка 5612,Папір,Інше
387,Примітка 5613,Мило,Оренда
-306,Примітка 5614,Хліб,Оренда
-499,Примітка 5615,Оренда офісу,Інше
-339,Примітка 5616,Мило,Канцелярія
28,Примітка 5617,Шафа,Їжа
-829,Примітка 5618,Кава,Канцелярія
382,Примітка 5619,Кава,Інше
-957,Примітка 5620,Кава,Оренда
401,Примітка 5621,Шафа,Інше
811,Примітка 5622,Мило,Оренда
-928,Примітка 5623,Мило,Інше
-511,Примітка 5624,Папір,Оренда
197,Примітка 5625,Ручка,Оренда
453,Примітка 5626,Шафа,Їжа
977,Примітка 5627,Оренда офісу,Інше
799,Примітка 5628,Ручка,Оренда
934,Примітка 5629,Мило,Канцелярія
658,Примітка 5630,Ручка,Канцелярія
-129,Примітка 5631,Хліб,Оренда
273,Примітка 5632,Папір,Оренда
-608,Примітка 5633,Оренда офісу,Оренда
-519,Примітка 5634,Папір,Їжа
636,Примітка 5635,Хліб,Їжа
-642,Примітка 5636,Мило,Їжа
791,Примітка 5637,Кава,Інше
-213,Примітка 5638,Хліб,Оренда
-297,Примітка 5639,Кава,Канцелярія
729,Примітка 5640,Оренда офісу,Оренда
-152,Примітка 5641,Мило,Канцелярія
966,Примітка 5642,Папір,Інше
-534,Примітка 5643,Мило,Оренда
649,Примітка 5644,Папір,Канцелярія
-824,Примітка 5645,Оренда офісу,Оренда
-348,Примітка 5646,Хліб,Канцелярія
878,Примітка 5647,Ручка,Їжа
-808,Примітка 5648,Мило,Оренда
-228,Примітка 5649,Ручка,Канцелярія
943,Примітка 5650,Кава,Інше
940,Примітка 5651,Шафа,Їжа
453,Примітка 5652,Хліб,Їжа
994,Примітка 5653,Папір,Оренда
-715,Примітка 5654,Хліб,Канцелярія
-1000,Примітка 5655,Папір,Інше
-175,Примітка 5656,Хліб,Оренда
736,Примітка 5657,Папір,Їжа
-238,Примітка 5658,Хліб,Оренда
-673,Примітка 5659,Папір,Канцелярія
453,Примітка 5660,Оренда офісу,Інше
-699,Примітка 5661,Хліб,Канцелярія
-909,Примітка 5662,Оренда офісу,Інше
225,Примітка 5663,Хліб,Їжа
-488,Примітка 5664,Хліб,Інше
-191,Примітка 5665,Оренда офісу,Їжа
-781,Примітка 5666,Мило,Інше
622,Примітка 5667,Хліб,Канцелярія
626,Примітка 5668,Оренда офісу,Канцелярія
125,Примітка 5669,Хліб,Їжа
900,Примітка 5670,Оренда офісу,Канцелярія
-205,Примітка 5671,Мило,Канцелярія
199,Примітка 5672,Хліб,Їжа
-44,Примітка 5673,Оренда офісу,Інше
